city,name,type,price,rating,address,lat,lng,desc,tags,badge,mapsLink,icon
"paris,Bistro les Artizans,restaurant,€€,4,""14 Rue Favart, 75002"",48.8701,2.3432,Bistrot parisien classique dans l'Opéra. Bonne cuisine française sans prétention.,bistrot|opéra|français,,https://maps.google.com/?q=Bistro+les+Artizans+Paris,🍽️"
"paris,LE GRAND BALLS,restaurant,€€,5,""15 Rue des Petites Écuries, 75010"",48.8726,2.3503,Restaurant méditerranéen cool dans le 10e. Grande salle animée et cuisine généreuse.,méditerranéen|10e|animé,,https://maps.google.com/?q=LE+GRAND+BALLS+Paris,🍽️"
"paris,La Cantine Diderot,restaurant,€€,5,""21 Bd Diderot, 75012"",48.8479,2.3733,Cantine conviviale du 12e. Petite carte qui change et produits frais.,cantine|12e|marché,,https://maps.google.com/?q=La+Cantine+Diderot+Paris,🍽️"
"paris,Chez Emile Bistro,restaurant,€€,5,""19 Rue de l'Arbre Sec, 75001"",48.8614,2.3449,Bistrot discret dans le 1er. Cuisine du marché soignée dans un cadre chaleureux.,bistrot|1er|marché,,https://maps.google.com/?q=Chez+Emile+Bistro+Paris,🍽️"
"paris,Rôtisserie Segar,restaurant,€€,5,""26 Rue du Roi de Sicile, 75004"",48.8546,2.3565,Rôtisserie artisanale dans le Marais. Poulet rôti à la broche — incontournable.,rôtisserie|poulet|marais,,https://maps.google.com/?q=Rôtisserie+Segar+Paris,🍗"
"paris,Brique Machine Paris 2,restaurant,€€,5,""17 Rue Léopold Bellan, 75002"",48.8647,2.3473,Buffet asiatique moderne dans le Sentier. Choix immense et qualité au rendez-vous.,buffet|asiatique|sentier,,https://maps.google.com/?q=Brique+Machine+Paris+2,🍱"
"paris,Oroyona,restaurant,€,4,""25 Rue Mouffetard, 75005"",48.8437,2.3507,Crêperie bretonne sur la Mouff. Galettes authentiques à prix doux.,crêperie|mouffetard|breton,,https://maps.google.com/?q=Oroyona+crêperie+Paris,🥞"
"paris,Pachuco,restaurant,€€,4,""12 Rue Pierre Semard, 75009"",48.8793,2.3459,Cantina mexicaine dans le 9e. Tacos et plats latinos généreux dans une ambiance festive.,mexicain|tacos|9e,,https://maps.google.com/?q=Pachuco+Paris,🌮"
"paris,Alfi,restaurant,€€,4,""52 Rue de Turbigo, 75003"",48.8638,2.3521,Restaurant casher dans le 3e. Belle cuisine israélienne et levantine.,casher|israélien|3e,,https://maps.google.com/?q=Alfi+restaurant+Paris,🍽️"
"paris,L'As du Fallafel,restaurant,€€,4,""34 Rue des Rosiers, 75004"",48.8563,2.3572,L'institution du falafel à Paris. File à toujours mais le falafel spécial vaut l'attente.,falafel|marais|institution,must,https://maps.google.com/?q=L'As+du+Fallafel+Paris,🧆"
"paris,Chez Alain Miam Miam,restaurant,€€,4,""8 Rue des Vieilles Haudriettes, 75003"",48.861,2.3546,Sandwichs ouverts garnis façon pain-tartine dans le Marais. Original et délicieux.,sandwich|marais|original,,https://maps.google.com/?q=Chez+Alain+Miam+Miam+Paris,🥪"
"paris,Ground Control,bar,€€,5,""81 Rue du Charolais, 75012"",48.8439,2.3817,Immense hall alternatif reconverti en food court. Concerts food trucks bières craft — la fête permanente.,food court|alternatif|concerts,gem,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0xd947463a47d9e1e7,🍸"
"paris,Académie de la bière,bar,€€,4,""88bis Bd de Port-Royal, 75005"",48.8427,2.3428,Temple de la bière artisanale dans le 5e. Grande sélection de bières belges et craft.,bière|craft|5e,,https://maps.google.com/?q=Académie+de+la+bière+Paris,🍺"
"paris,Les Berthom,bar,€€,5,""2 Rue Saint-Paul, 75004"",48.8535,2.3571,Bar à bières convivial dans le Marais. Carte de bières artisanales impressionnante.,bière|marais|convivial,,https://maps.google.com/?q=Les+Berthom+Paris,🍺"
"paris,The Bowler,bar,€€,4,""13 Rue d'Hauteville, 75010"",48.8747,2.3515,Pub américain dans le 10e. Burgers bières et sport en direct.,pub|sport|10e,,https://maps.google.com/?q=The+Bowler+Paris,🍺"
"paris,Café l'Attirail,café,€€,4,""9 Rue Moret, 75011"",48.8681,2.3757,Café-concert bohème du 11e. Musique live déco vintage et clientèle alternative.,café|concert|11e,,https://maps.google.com/?q=Café+l'Attirail+Paris,☕"
"paris,Le Loir dans La Théière,café,€€,4,""3 Rue des Rosiers, 75004"",48.8562,2.3566,Salon de thé iconique du Marais. Tartes maison et ambiance Alice au pays des merveilles.,thé|tarte|marais,,https://maps.google.com/?q=Le+Loir+dans+La+Théière+Paris,🫖"
"paris,Cody's Bagels & Coffee Shop,café,€€,5,""7 Rue Condorcet, 75009"",48.8793,2.3468,Le meilleur café-bagels du 9e. Café de spécialité et bagels faits maison.,café|bagels|9e,,https://maps.google.com/?q=Cody's+Bagels+Coffee+Shop+Paris,☕"
"paris,Le Pavillon des Canaux,café,€€,4,""39 Quai de la Loire, 75019"",48.8871,2.3849,Maison atypique au bord du canal de l'Ourcq. Chaque pièce est une salle différente.,brunch|canal|19e,gem,https://maps.google.com/?q=Le+Pavillon+des+Canaux+Paris,☕"
"paris,Scoop Me a Cookie,pâtisserie,€,5,""38 Rue de Bretagne, 75003"",48.8631,2.3625,Cookies géants et gourmands dans le Marais. Parfums originaux et textures parfaites.,cookies|marais|dessert,gem,https://www.google.com/maps/place//data=!4m2!3m1!1s0x0:0x9bc78cd649f3dcb,🍪"
"paris,Holy Cookie,pâtisserie,€€,5,""10 Rue Rambuteau, 75003"",48.8601,2.3512,Cookies de luxe dans le Marais. Grosses boulettes généreuses et parfums originaux.,cookies|marais|gourmand,gem,https://maps.google.com/?q=Holy+Cookie+Paris,🍪"
"paris,Manteigaria Saint-Lazare,pâtisserie,€€,5,""5 Rue Vignon, 75008"",48.8736,2.3273,Les meilleurs pastéis de nata de Paris. La recette originale de Lisbonne directement importée.,pasteis|portugais|incontournable,must,https://maps.google.com/?q=Manteigaria+Paris+Saint-Lazare,🥮"
"paris,Pâtisserie Michalak,pâtisserie,€€€,4,""16 Rue de la Verrerie, 75004"",48.8566,2.3527,Le chef pâtissier Michalak dans le Marais. Créations audacieuses et dressages spectaculaires.,pâtisserie|chef|marais,,https://maps.google.com/?q=Pâtisserie+Michalak+Marais+Paris,🥐"
"paris,La Pâtisserie Cyril Lignac,pâtisserie,€€€,4,""133 Rue de Courcelles, 75017"",48.8803,2.3024,La boutique Poncelet du chef Lignac. Éclairs tartes et créations saisonnières.,pâtisserie|chef|poncelet,,https://maps.google.com/?q=Pâtisserie+Cyril+Lignac+Poncelet+Paris,🥐"
